Estado,Year,tipo_energia,geracao
Espírito Santo,2014,Gás de Coqueria,"1,012"
Rio de Janeiro,2014,Gás de Coqueria,235
São Paulo,2014,Gás de Coqueria,27
Paraná,2014,Gás de Coqueria,0
Santa Catarina,2014,Gás de Coqueria,0
Rio G. do Sul,2014,Gás de Coqueria,0
Mato G. do Sul,2014,Gás de Coqueria,0
Mato Grosso,2014,Gás de Coqueria,0
Goiás,2014,Gás de Coqueria,0
Distrito Federal,2014,Gás de Coqueria,0
BRASIL,2014,Gás de Coqueria,"1,018"
BRASIL,2013,Gás de Coqueria,"1,018"
Rondônia,2013,Gás de Coqueria,0
Acre,2013,Gás de Coqueria,0
Amazonas,2013,Gás de Coqueria,0
Roraima,2013,Gás de Coqueria,0
Pará,2013,Gás de Coqueria,0
Amapá,2013,Gás de Coqueria,0
Tocantins,2013,Gás de Coqueria,0
Maranhão,2013,Gás de Coqueria,0
Piauí,2013,Gás de Coqueria,0
Ceará,2013,Gás de Coqueria,0
Rio G. do Norte,2013,Gás de Coqueria,0
Paraíba,2013,Gás de Coqueria,0
Pernambuco,2013,Gás de Coqueria,0
Alagoas,2013,Gás de Coqueria,0
Sergipe,2013,Gás de Coqueria,0
Bahia,2013,Gás de Coqueria,0
Minas Gerais,2013,Gás de Coqueria,60
Espírito Santo,2013,Gás de Coqueria,727
Rio de Janeiro,2013,Gás de Coqueria,202
São Paulo,2013,Gás de Coqueria,28
Paraná,2013,Gás de Coqueria,0
Santa Catarina,2013,Gás de Coqueria,0
Rio G. do Sul,2013,Gás de Coqueria,0
Mato G. do Sul,2013,Gás de Coqueria,0
Mato Grosso,2013,Gás de Coqueria,0
Goiás,2013,Gás de Coqueria,0
Distrito Federal,2013,Gás de Coqueria,0
BRASIL,2013,Gás de Coqueria,"1,058"
BRASIL,2012,Gás de Coqueria,"1,058"
Rondônia,2012,Gás de Coqueria,0
Acre,2012,Gás de Coqueria,0
Amazonas,2012,Gás de Coqueria,0
Roraima,2012,Gás de Coqueria,0
Pará,2012,Gás de Coqueria,0
Amapá,2012,Gás de Coqueria,0
Tocantins,2012,Gás de Coqueria,0
Maranhão,2012,Gás de Coqueria,0
Piauí,2012,Gás de Coqueria,0
Ceará,2012,Gás de Coqueria,0
Rio G. do Norte,2012,Gás de Coqueria,0
Paraíba,2012,Gás de Coqueria,0
Pernambuco,2012,Gás de Coqueria,0
Alagoas,2012,Gás de Coqueria,0
Sergipe,2012,Gás de Coqueria,0
Bahia,2012,Gás de Coqueria,0
Minas Gerais,2012,Gás de Coqueria,77
Espírito Santo,2012,Gás de Coqueria,740
Rio de Janeiro,2012,Gás de Coqueria,213
São Paulo,2012,Gás de Coqueria,27
Paraná,2012,Gás de Coqueria,0
Santa Catarina,2012,Gás de Coqueria,0
Rio G. do Sul,2012,Gás de Coqueria,0
Mato G. do Sul,2012,Gás de Coqueria,0
Mato Grosso,2012,Gás de Coqueria,0
Goiás,2012,Gás de Coqueria,0
Distrito Federal,2012,Gás de Coqueria,0
BRASIL,2012,Gás de Coqueria,"1,201"
BRASIL,2011,Gás de Coqueria,"1,201"
Rondônia,2011,Gás de Coqueria,0
Acre,2011,Gás de Coqueria,0
Amazonas,2011,Gás de Coqueria,0
Roraima,2011,Gás de Coqueria,0
Pará,2011,Gás de Coqueria,0
Amapá,2011,Gás de Coqueria,0
Tocantins,2011,Gás de Coqueria,0
Maranhão,2011,Gás de Coqueria,0
Piauí,2011,Gás de Coqueria,0
Ceará,2011,Gás de Coqueria,0
Rio G. do Norte,2011,Gás de Coqueria,0
Paraíba,2011,Gás de Coqueria,0
Pernambuco,2011,Gás de Coqueria,0
Alagoas,2011,Gás de Coqueria,0
Sergipe,2011,Gás de Coqueria,0
Bahia,2011,Gás de Coqueria,0
Minas Gerais,2011,Gás de Coqueria,95
Espírito Santo,2011,Gás de Coqueria,914
Rio de Janeiro,2011,Gás de Coqueria,169
São Paulo,2011,Gás de Coqueria,23
Paraná,2011,Gás de Coqueria,0
Santa Catarina,2011,Gás de Coqueria,0
Rio G. do Sul,2011,Gás de Coqueria,0
Mato G. do Sul,2011,Gás de Coqueria,0
Mato Grosso,2011,Gás de Coqueria,0
Goiás,2011,Gás de Coqueria,0
Distrito Federal,2011,Gás de Coqueria,0
BRASIL,2023,Óleo Combustível,"1,111"
Rondônia,2023,Óleo Combustível,0
Acre,2023,Óleo Combustível,0
Amazonas,2023,Óleo Combustível,2
Roraima,2023,Óleo Combustível,0
Pará,2023,Óleo Combustível,116
Amapá,2023,Óleo Combustível,0
Tocantins,2023,Óleo Combustível,0
Maranhão,2023,Óleo Combustível,30
Piauí,2023,Óleo Combustível,0
Ceará,2023,Óleo Combustível,11
Rio G. do Norte,2023,Óleo Combustível,0
Paraíba,2023,Óleo Combustível,57
Pernambuco,2023,Óleo Combustível,60
Alagoas,2023,Óleo Combustível,0
Sergipe,2023,Óleo Combustível,0
Bahia,2023,Óleo Combustível,119
Minas Gerais,2023,Óleo Combustível,123
Espírito Santo,2023,Óleo Combustível,25
Rio de Janeiro,2023,Óleo Combustível,9
São Paulo,2023,Óleo Combustível,109
Paraná,2023,Óleo Combustível,57
Santa Catarina,2023,Óleo Combustível,80
Rio G. do Sul,2023,Óleo Combustível,84
Mato G. do Sul,2023,Óleo Combustível,0
Mato Grosso,2023,Óleo Combustível,0
Goiás,2023,Óleo Combustível,230
Distrito Federal,2023,Óleo Combustível,0
BRASIL,2023,Óleo Combustível,"1,318"
BRASIL,2022,Óleo Combustível,"1,318"
Rondônia,2022,Óleo Combustível,0
Acre,2022,Óleo Combustível,0
Amazonas,2022,Óleo Combustível,4
Roraima,2022,Óleo Combustível,0
Pará,2022,Óleo Combustível,108
Amapá,2022,Óleo Combustível,0
Tocantins,2022,Óleo Combustível,0
Maranhão,2022,Óleo Combustível,0
Piauí,2022,Óleo Combustível,0
Ceará,2022,Óleo Combustível,1
Rio G. do Norte,2022,Óleo Combustível,0
Paraíba,2022,Óleo Combustível,17
Pernambuco,2022,Óleo Combustível,295
Alagoas,2022,Óleo Combustível,0
Sergipe,2022,Óleo Combustível,0
Bahia,2022,Óleo Combustível,90
Minas Gerais,2022,Óleo Combustível,106
Espírito Santo,2022,Óleo Combustível,30
Rio de Janeiro,2022,Óleo Combustível,14
São Paulo,2022,Óleo Combustível,120
Paraná,2022,Óleo Combustível,54
Santa Catarina,2022,Óleo Combustível,75
Rio G. do Sul,2022,Óleo Combustível,144
Mato G. do Sul,2022,Óleo Combustível,0
Mato Grosso,2022,Óleo Combustível,0
Goiás,2022,Óleo Combustível,262
Distrito Federal,2022,Óleo Combustível,0
BRASIL,2022,Óleo Combustível,"9,665"
BRASIL,2021,Óleo Combustível,"9,665"
Rondônia,2021,Óleo Combustível,0
Acre,2021,Óleo Combustível,0
Amazonas,2021,Óleo Combustível,78
Roraima,2021,Óleo Combustível,0
Pará,2021,Óleo Combustível,289
Amapá,2021,Óleo Combustível,0
Tocantins,2021,Óleo Combustível,0
Maranhão,2021,Óleo Combustível,"1,363"
Piauí,2021,Óleo Combustível,0
Ceará,2021,Óleo Combustível,288
Rio G. do Norte,2021,Óleo Combustível,0
Paraíba,2021,Óleo Combustível,"1,763"
Pernambuco,2021,Óleo Combustível,"2,088"
Alagoas,2021,Óleo Combustível,0
Sergipe,2021,Óleo Combustível,0
Bahia,2021,Óleo Combustível,"1,837"
Minas Gerais,2021,Óleo Combustível,166
Espírito Santo,2021,Óleo Combustível,"1,156"
Rio de Janeiro,2021,Óleo Combustível,13
São Paulo,2021,Óleo Combustível,108
Paraná,2021,Óleo Combustível,62
Santa Catarina,2021,Óleo Combustível,80
Rio G. do Sul,2021,Óleo Combustível,167
Mato G. do Sul,2021,Óleo Combustível,0
Mato Grosso,2021,Óleo Combustível,0
Goiás,2021,Óleo Combustível,209
Distrito Federal,2021,Óleo Combustível,0
BRASIL,2021,Óleo Combustível,"2,612"
BRASIL,2020,Óleo Combustível,"2,612"
Rondônia,2020,Óleo Combustível,0
Acre,2020,Óleo Combustível,0
Amazonas,2020,Óleo Combustível,110
Roraima,2020,Óleo Combustível,0
Pará,2020,Óleo Combustível,254
Amapá,2020,Óleo Combustível,0
Tocantins,2020,Óleo Combustível,0
Maranhão,2020,Óleo Combustível,206
Piauí,2020,Óleo Combustível,0
Ceará,2020,Óleo Combustível,62
Rio G. do Norte,2020,Óleo Combustível,0
Paraíba,2020,Óleo Combustível,301
Pernambuco,2020,Óleo Combustível,414
Alagoas,2020,Óleo Combustível,0
Sergipe,2020,Óleo Combustível,0
Bahia,2020,Óleo Combustível,253
Minas Gerais,2020,Óleo Combustível,118
Espírito Santo,2020,Óleo Combustível,293
Rio de Janeiro,2020,Óleo Combustível,9
São Paulo,2020,Óleo Combustível,99
Paraná,2020,Óleo Combustível,60
Santa Catarina,2020,Óleo Combustível,74
Rio G. do Sul,2020,Óleo Combustível,158
Mato G. do Sul,2020,Óleo Combustível,0
Mato Grosso,2020,Óleo Combustível,0
Goiás,2020,Óleo Combustível,198
Distrito Federal,2020,Óleo Combustível,0
BRASIL,2020,Óleo Combustível,"2,352"
BRASIL,2019,Óleo Combustível,"2,352"
Rondônia,2019,Óleo Combustível,0
Acre,2019,Óleo Combustível,0
Amazonas,2019,Óleo Combustível,116
Roraima,2019,Óleo Combustível,0
Pará,2019,Óleo Combustível,273
Amapá,2019,Óleo Combustível,0
Tocantins,2019,Óleo Combustível,0
Maranhão,2019,Óleo Combustível,0
Piauí,2019,Óleo Combustível,0
Ceará,2019,Óleo Combustível,20
Rio G. do Norte,2019,Óleo Combustível,0
Paraíba,2019,Óleo Combustível,452
Pernambuco,2019,Óleo Combustível,315
Alagoas,2019,Óleo Combustível,0
Sergipe,2019,Óleo Combustível,0
Bahia,2019,Óleo Combustível,350
Minas Gerais,2019,Óleo Combustível,168
Espírito Santo,2019,Óleo Combustível,42
Rio de Janeiro,2019,Óleo Combustível,9
São Paulo,2019,Óleo Combustível,108
Paraná,2019,Óleo Combustível,55
Santa Catarina,2019,Óleo Combustível,81
Rio G. do Sul,2019,Óleo Combustível,164
Mato G. do Sul,2019,Óleo Combustível,0
Mato Grosso,2019,Óleo Combustível,0
Goiás,2019,Óleo Combustível,198
Distrito Federal,2019,Óleo Combustível,0
BRASIL,2019,Óleo Combustível,"5,047"
BRASIL,2018,Óleo Combustível,"5,047"
Rondônia,2018,Óleo Combustível,0
Acre,2018,Óleo Combustível,0
Amazonas,2018,Óleo Combustível,97
Roraima,2018,Óleo Combustível,0
Pará,2018,Óleo Combustível,449
Amapá,2018,Óleo Combustível,0
Tocantins,2018,Óleo Combustível,0
Maranhão,2018,Óleo Combustível,414
Piauí,2018,Óleo Combustível,0
Ceará,2018,Óleo Combustível,47
Rio G. do Norte,2018,Óleo Combustível,0
Paraíba,2018,Óleo Combustível,952
Pernambuco,2018,Óleo Combustível,"1,095"
Alagoas,2018,Óleo Combustível,0
Sergipe,2018,Óleo Combustível,0
Bahia,2018,Óleo Combustível,942
Minas Gerais,2018,Óleo Combustível,163
Espírito Santo,2018,Óleo Combustível,223
Rio de Janeiro,2018,Óleo Combustível,9
São Paulo,2018,Óleo Combustível,110
Paraná,2018,Óleo Combustível,57
Santa Catarina,2018,Óleo Combustível,91
Rio G. do Sul,2018,Óleo Combustível,201
Mato G. do Sul,2018,Óleo Combustível,0
Mato Grosso,2018,Óleo Combustível,0
Goiás,2018,Óleo Combustível,198
Distrito Federal,2018,Óleo Combustível,0
BRASIL,2018,Óleo Combustível,"8,021"
BRASIL,2017,Óleo Combustível,"8,021"
Rondônia,2017,Óleo Combustível,0
Acre,2017,Óleo Combustível,0
Amazonas,2017,Óleo Combustível,260
Roraima,2017,Óleo Combustível,0
Pará,2017,Óleo Combustível,425
Amapá,2017,Óleo Combustível,0
Tocantins,2017,Óleo Combustível,0
Maranhão,2017,Óleo Combustível,796
Piauí,2017,Óleo Combustível,0
Ceará,2017,Óleo Combustível,91
Rio G. do Norte,2017,Óleo Combustível,0
Paraíba,2017,Óleo Combustível,"1,357"
Pernambuco,2017,Óleo Combustível,"2,054"
Alagoas,2017,Óleo Combustível,0
Sergipe,2017,Óleo Combustível,0
Bahia,2017,Óleo Combustível,"1,678"
Minas Gerais,2017,Óleo Combustível,153
Espírito Santo,2017,Óleo Combustível,590
Rio de Janeiro,2017,Óleo Combustível,10
São Paulo,2017,Óleo Combustível,113
Paraná,2017,Óleo Combustível,57
Santa Catarina,2017,Óleo Combustível,84
Rio G. do Sul,2017,Óleo Combustível,162
Mato G. do Sul,2017,Óleo Combustível,0
Mato Grosso,2017,Óleo Combustível,0
Goiás,2017,Óleo Combustível,189
Distrito Federal,2017,Óleo Combustível,0
BRASIL,2017,Óleo Combustível,"6,765"
BRASIL,2016,Óleo Combustível,"6,765"
Rondônia,2016,Óleo Combustível,0
Acre,2016,Óleo Combustível,0
Amazonas,2016,Óleo Combustível,263
Roraima,2016,Óleo Combustível,0
Pará,2016,Óleo Combustível,425
Amapá,2016,Óleo Combustível,0
Tocantins,2016,Óleo Combustível,0
Maranhão,2016,Óleo Combustível,680
Piauí,2016,Óleo Combustível,0
Ceará,2016,Óleo Combustível,288
Rio G. do Norte,2016,Óleo Combustível,0
Paraíba,2016,Óleo Combustível,"1,110"
Pernambuco,2016,Óleo Combustível,"1,764"
Alagoas,2016,Óleo Combustível,0
Sergipe,2016,Óleo Combustível,0
Bahia,2016,Óleo Combustível,"1,209"
Minas Gerais,2016,Óleo Combustível,120
Espírito Santo,2016,Óleo Combustível,336
Rio de Janeiro,2016,Óleo Combustível,23
São Paulo,2016,Óleo Combustível,171
Paraná,2016,Óleo Combustível,67
Santa Catarina,2016,Óleo Combustível,75
Rio G. do Sul,2016,Óleo Combustível,206
Mato G. do Sul,2016,Óleo Combustível,0
Mato Grosso,2016,Óleo Combustível,0
Goiás,2016,Óleo Combustível,27
Distrito Federal,2016,Óleo Combustível,0
BRASIL,2016,Óleo Combustível,"15,280"
BRASIL,2015,Óleo Combustível,"15,280"
Rondônia,2015,Óleo Combustível,0
Acre,2015,Óleo Combustível,0
Amazonas,2015,Óleo Combustível,"1,046"
Roraima,2015,Óleo Combustível,0
Pará,2015,Óleo Combustível,453
Amapá,2015,Óleo Combustível,0
Tocantins,2015,Óleo Combustível,0
Maranhão,2015,Óleo Combustível,"1,798"
Piauí,2015,Óleo Combustível,0
Ceará,2015,Óleo Combustível,930
Rio G. do Norte,2015,Óleo Combustível,0
Paraíba,2015,Óleo Combustível,"3,035"
Pernambuco,2015,Óleo Combustível,"3,329"
Alagoas,2015,Óleo Combustível,0
Sergipe,2015,Óleo Combustível,0
Bahia,2015,Óleo Combustível,"2,707"
Minas Gerais,2015,Óleo Combustível,295
Espírito Santo,2015,Óleo Combustível,978
Rio de Janeiro,2015,Óleo Combustível,23
São Paulo,2015,Óleo Combustível,203
Paraná,2015,Óleo Combustível,77
Santa Catarina,2015,Óleo Combustível,81
Rio G. do Sul,2015,Óleo Combustível,226
Mato G. do Sul,2015,Óleo Combustível,0
Mato Grosso,2015,Óleo Combustível,0
Goiás,2015,Óleo Combustível,100
Distrito Federal,2015,Óleo Combustível,0
BRASIL,2015,Óleo Combustível,"18,117"
BRASIL,2014,Óleo Combustível,"18,117"
Rondônia,2014,Óleo Combustível,0
Acre,2014,Óleo Combustível,0
Amazonas,2014,Óleo Combustível,"1,063"
Roraima,2014,Óleo Combustível,0
Pará,2014,Óleo Combustível,338
Amapá,2014,Óleo Combustível,0
Tocantins,2014,Óleo Combustível,0
Maranhão,2014,Óleo Combustível,"1,789"
Piauí,2014,Óleo Combustível,0
Ceará,2014,Óleo Combustível,952
Rio G. do Norte,2014,Óleo Combustível,0
Paraíba,2014,Óleo Combustível,"3,116"
Pernambuco,2014,Óleo Combustível,"4,519"
Alagoas,2014,Óleo Combustível,0
Sergipe,2014,Óleo Combustível,0
Bahia,2014,Óleo Combustível,"3,593"
Minas Gerais,2014,Óleo Combustível,888
Espírito Santo,2014,Óleo Combustível,"1,211"
Rio de Janeiro,2014,Óleo Combustível,38
São Paulo,2014,Óleo Combustível,111
Paraná,2014,Óleo Combustível,40
Santa Catarina,2014,Óleo Combustível,86
Rio G. do Sul,2014,Óleo Combustível,251
Mato G. do Sul,2014,Óleo Combustível,0
Mato Grosso,2014,Óleo Combustível,0
Goiás,2014,Óleo Combustível,121
Distrito Federal,2014,Óleo Combustível,0
BRASIL,2014,Óleo Combustível,"11,245"
BRASIL,2013,Óleo Combustível,"11,245"
Rondônia,2013,Óleo Combustível,0
Acre,2013,Óleo Combustível,0
Amazonas,2013,Óleo Combustível,"1,177"
Roraima,2013,Óleo Combustível,0
Pará,2013,Óleo Combustível,391
Amapá,2013,Óleo Combustível,0
Tocantins,2013,Óleo Combustível,0
Maranhão,2013,Óleo Combustível,851
Piauí,2013,Óleo Combustível,0
Ceará,2013,Óleo Combustível,698
Rio G. do Norte,2013,Óleo Combustível,0
Paraíba,2013,Óleo Combustível,"1,537"
Pernambuco,2013,Óleo Combustível,"2,073"
Alagoas,2013,Óleo Combustível,0
Sergipe,2013,Óleo Combustível,0
Bahia,2013,Óleo Combustível,"2,414"
Minas Gerais,2013,Óleo Combustível,288
Espírito Santo,2013,Óleo Combustível,907
Rio de Janeiro,2013,Óleo Combustível,7
São Paulo,2013,Óleo Combustível,332
Paraná,2013,Óleo Combustível,113
Santa Catarina,2013,Óleo Combustível,80
Rio G. do Sul,2013,Óleo Combustível,281
Mato G. do Sul,2013,Óleo Combustível,0
Mato Grosso,2013,Óleo Combustível,0
Goiás,2013,Óleo Combustível,95
Distrito Federal,2013,Óleo Combustível,0
BRASIL,2013,Óleo Combustível,"5,822"
BRASIL,2012,Óleo Combustível,"5,822"
Rondônia,2012,Óleo Combustível,16
Acre,2012,Óleo Combustível,0
Amazonas,2012,Óleo Combustível,"1,436"
Roraima,2012,Óleo Combustível,0
Pará,2012,Óleo Combustível,412
Amapá,2012,Óleo Combustível,0
Tocantins,2012,Óleo Combustível,0
Maranhão,2012,Óleo Combustível,507
Piauí,2012,Óleo Combustível,0
Ceará,2012,Óleo Combustível,111
Rio G. do Norte,2012,Óleo Combustível,0
Paraíba,2012,Óleo Combustível,644
Pernambuco,2012,Óleo Combustível,251
Alagoas,2012,Óleo Combustível,0
Sergipe,2012,Óleo Combustível,0
Bahia,2012,Óleo Combustível,"1,250"
Minas Gerais,2012,Óleo Combustível,161
Espírito Santo,2012,Óleo Combustível,320
Rio de Janeiro,2012,Óleo Combustível,5
São Paulo,2012,Óleo Combustível,178
Paraná,2012,Óleo Combustível,89
Santa Catarina,2012,Óleo Combustível,70
Rio G. do Sul,2012,Óleo Combustível,177
Mato G. do Sul,2012,Óleo Combustível,0
Mato Grosso,2012,Óleo Combustível,0
Goiás,2012,Óleo Combustível,195
Distrito Federal,2012,Óleo Combustível,0
BRASIL,2012,Óleo Combustível,"3,268"
BRASIL,2011,Óleo Combustível,"3,268"
Rondônia,2011,Óleo Combustível,16
Acre,2011,Óleo Combustível,0
Amazonas,2011,Óleo Combustível,"1,898"
Roraima,2011,Óleo Combustível,0
Pará,2011,Óleo Combustível,353
Amapá,2011,Óleo Combustível,0
Tocantins,2011,Óleo Combustível,0
Maranhão,2011,Óleo Combustível,0
Piauí,2011,Óleo Combustível,0
Ceará,2011,Óleo Combustível,1
Rio G. do Norte,2011,Óleo Combustível,0
Paraíba,2011,Óleo Combustível,20
Pernambuco,2011,Óleo Combustível,1
Alagoas,2011,Óleo Combustível,0
Sergipe,2011,Óleo Combustível,0
Bahia,2011,Óleo Combustível,129
Minas Gerais,2011,Óleo Combustível,158
Espírito Santo,2011,Óleo Combustível,20
Rio de Janeiro,2011,Óleo Combustível,4
São Paulo,2011,Óleo Combustível,206
Paraná,2011,Óleo Combustível,76
Santa Catarina,2011,Óleo Combustível,69
Rio G. do Sul,2011,Óleo Combustível,121
Mato G. do Sul,2011,Óleo Combustível,0
Mato Grosso,2011,Óleo Combustível,0
Goiás,2011,Óleo Combustível,195
Distrito Federal,2011,Óleo Combustível,0
BRASIL,2023,Óleo Diesel,"4,930"
Rondônia,2023,Óleo Diesel,15
Acre,2023,Óleo Diesel,231
Amazonas,2023,Óleo Diesel,"1,753"
Roraima,2023,Óleo Diesel,415
Pará,2023,Óleo Diesel,315
Amapá,2023,Óleo Diesel,58
Tocantins,2023,Óleo Diesel,0
Maranhão,2023,Óleo Diesel,2
Piauí,2023,Óleo Diesel,1
Ceará,2023,Óleo Diesel,11
Rio G. do Norte,2023,Óleo Diesel,6
Paraíba,2023,Óleo Diesel,1
Pernambuco,2023,Óleo Diesel,33
Alagoas,2023,Óleo Diesel,0
Sergipe,2023,Óleo Diesel,3
Bahia,2023,Óleo Diesel,7
Minas Gerais,2023,Óleo Diesel,18
Espírito Santo,2023,Óleo Diesel,409
Rio de Janeiro,2023,Óleo Diesel,"1,249"
São Paulo,2023,Óleo Diesel,273
Paraná,2023,Óleo Diesel,28
Santa Catarina,2023,Óleo Diesel,14
Rio G. do Sul,2023,Óleo Diesel,68
Mato G. do Sul,2023,Óleo Diesel,1
Mato Grosso,2023,Óleo Diesel,11
Goiás,2023,Óleo Diesel,7
Distrito Federal,2023,Óleo Diesel,1
BRASIL,2023,Óleo Diesel,"6,497"
BRASIL,2022,Óleo Diesel,"6,497"
Rondônia,2022,Óleo Diesel,564
Acre,2022,Óleo Diesel,258
Amazonas,2022,Óleo Diesel,"1,782"
Roraima,2022,Óleo Diesel,731
Pará,2022,Óleo Diesel,337
Amapá,2022,Óleo Diesel,19
Tocantins,2022,Óleo Diesel,0
Maranhão,2022,Óleo Diesel,1
Piauí,2022,Óleo Diesel,1
Ceará,2022,Óleo Diesel,4
Rio G. do Norte,2022,Óleo Diesel,7
Paraíba,2022,Óleo Diesel,1
Pernambuco,2022,Óleo Diesel,30
Alagoas,2022,Óleo Diesel,0
Sergipe,2022,Óleo Diesel,3
Bahia,2022,Óleo Diesel,7
Minas Gerais,2022,Óleo Diesel,17
Espírito Santo,2022,Óleo Diesel,489
Rio de Janeiro,2022,Óleo Diesel,"1,492"
São Paulo,2022,Óleo Diesel,303
Paraná,2022,Óleo Diesel,33
Santa Catarina,2022,Óleo Diesel,17
Rio G. do Sul,2022,Óleo Diesel,365
Mato G. do Sul,2022,Óleo Diesel,1
Mato Grosso,2022,Óleo Diesel,17
Goiás,2022,Óleo Diesel,17
Distrito Federal,2022,Óleo Diesel,1
BRASIL,2022,Óleo Diesel,"8,579"
BRASIL,2021,Óleo Diesel,"8,579"
Rondônia,2021,Óleo Diesel,776
Acre,2021,Óleo Diesel,239
Amazonas,2021,Óleo Diesel,"1,666"
Roraima,2021,Óleo Diesel,"1,209"
Pará,2021,Óleo Diesel,340
Amapá,2021,Óleo Diesel,55
Tocantins,2021,Óleo Diesel,0
Maranhão,2021,Óleo Diesel,5
Piauí,2021,Óleo Diesel,1
Ceará,2021,Óleo Diesel,300
Rio G. do Norte,2021,Óleo Diesel,190
Paraíba,2021,Óleo Diesel,3
Pernambuco,2021,Óleo Diesel,731
Alagoas,2021,Óleo Diesel,0
Sergipe,2021,Óleo Diesel,3
Bahia,2021,Óleo Diesel,7
Minas Gerais,2021,Óleo Diesel,17
Espírito Santo,2021,Óleo Diesel,477
Rio de Janeiro,2021,Óleo Diesel,"1,455"
São Paulo,2021,Óleo Diesel,299
Paraná,2021,Óleo Diesel,32
Santa Catarina,2021,Óleo Diesel,22
Rio G. do Sul,2021,Óleo Diesel,70
Mato G. do Sul,2021,Óleo Diesel,153
Mato Grosso,2021,Óleo Diesel,19
Goiás,2021,Óleo Diesel,511
Distrito Federal,2021,Óleo Diesel,1
BRASIL,2021,Óleo Diesel,"5,944"
BRASIL,2020,Óleo Diesel,"5,944"
Rondônia,2020,Óleo Diesel,354
Acre,2020,Óleo Diesel,241
Amazonas,2020,Óleo Diesel,"1,673"
Roraima,2020,Óleo Diesel,"1,252"
Pará,2020,Óleo Diesel,378
Amapá,2020,Óleo Diesel,57
Tocantins,2020,Óleo Diesel,0
Maranhão,2020,Óleo Diesel,2
Piauí,2020,Óleo Diesel,1
Ceará,2020,Óleo Diesel,5
Rio G. do Norte,2020,Óleo Diesel,27
Paraíba,2020,Óleo Diesel,0
Pernambuco,2020,Óleo Diesel,53
Alagoas,2020,Óleo Diesel,0
Sergipe,2020,Óleo Diesel,3
Bahia,2020,Óleo Diesel,7
Minas Gerais,2020,Óleo Diesel,18
Espírito Santo,2020,Óleo Diesel,223
Rio de Janeiro,2020,Óleo Diesel,682
São Paulo,2020,Óleo Diesel,203
Paraná,2020,Óleo Diesel,17
Santa Catarina,2020,Óleo Diesel,19
Rio G. do Sul,2020,Óleo Diesel,475
Mato G. do Sul,2020,Óleo Diesel,1
Mato Grosso,2020,Óleo Diesel,18
Goiás,2020,Óleo Diesel,232
Distrito Federal,2020,Óleo Diesel,1
BRASIL,2020,Óleo Diesel,"5,495"
BRASIL,2019,Óleo Diesel,"5,495"
Rondônia,2019,Óleo Diesel,362
Acre,2019,Óleo Diesel,243
Amazonas,2019,Óleo Diesel,"1,695"
Roraima,2019,Óleo Diesel,"1,101"
Pará,2019,Óleo Diesel,364
Amapá,2019,Óleo Diesel,55
Tocantins,2019,Óleo Diesel,0
Maranhão,2019,Óleo Diesel,3
Piauí,2019,Óleo Diesel,1
Ceará,2019,Óleo Diesel,9
Rio G. do Norte,2019,Óleo Diesel,29
Paraíba,2019,Óleo Diesel,4
Pernambuco,2019,Óleo Diesel,60
Alagoas,2019,Óleo Diesel,0
Sergipe,2019,Óleo Diesel,3
Bahia,2019,Óleo Diesel,8
Minas Gerais,2019,Óleo Diesel,19
Espírito Santo,2019,Óleo Diesel,291
Rio de Janeiro,2019,Óleo Diesel,891
São Paulo,2019,Óleo Diesel,229
Paraná,2019,Óleo Diesel,21
Santa Catarina,2019,Óleo Diesel,16
Rio G. do Sul,2019,Óleo Diesel,61
Mato G. do Sul,2019,Óleo Diesel,1
Mato Grosso,2019,Óleo Diesel,17
Goiás,2019,Óleo Diesel,10
Distrito Federal,2019,Óleo Diesel,1
BRASIL,2019,Óleo Diesel,"5,246"
BRASIL,2018,Óleo Diesel,"5,246"
Rondônia,2018,Óleo Diesel,344
Acre,2018,Óleo Diesel,235
Amazonas,2018,Óleo Diesel,"2,090"
Roraima,2018,Óleo Diesel,301
Pará,2018,Óleo Diesel,438
Amapá,2018,Óleo Diesel,51
Tocantins,2018,Óleo Diesel,0
Maranhão,2018,Óleo Diesel,4
Piauí,2018,Óleo Diesel,1
Ceará,2018,Óleo Diesel,11
Rio G. do Norte,2018,Óleo Diesel,33
Paraíba,2018,Óleo Diesel,1
Pernambuco,2018,Óleo Diesel,97
Alagoas,2018,Óleo Diesel,0
Sergipe,2018,Óleo Diesel,5
Bahia,2018,Óleo Diesel,10
Minas Gerais,2018,Óleo Diesel,28
Espírito Santo,2018,Óleo Diesel,271
Rio de Janeiro,2018,Óleo Diesel,886
São Paulo,2018,Óleo Diesel,295
Paraná,2018,Óleo Diesel,22
Santa Catarina,2018,Óleo Diesel,18
Rio G. do Sul,2018,Óleo Diesel,71
Mato G. do Sul,2018,Óleo Diesel,1
Mato Grosso,2018,Óleo Diesel,19
Goiás,2018,Óleo Diesel,12
Distrito Federal,2018,Óleo Diesel,2
BRASIL,2018,Óleo Diesel,"4,890"
BRASIL,2017,Óleo Diesel,"4,890"
Rondônia,2017,Óleo Diesel,269
Acre,2017,Óleo Diesel,182
Amazonas,2017,Óleo Diesel,"1,837"
Roraima,2017,Óleo Diesel,120
Pará,2017,Óleo Diesel,312
Amapá,2017,Óleo Diesel,38
Tocantins,2017,Óleo Diesel,0
Maranhão,2017,Óleo Diesel,6
Piauí,2017,Óleo Diesel,2
Ceará,2017,Óleo Diesel,88
